0, 0.002802
1, 0.002802
2, 0.002802
5, 0.002802
10, 0.002802
12, 0.002802
13, 0.002802
14, 0.002802
16, 0.002803
28, 0.002803
30, 0.002803
32, 0.002803
39, 0.002803
44, 0.002805
60, 0.002805
64, 0.002821
76, 0.002822
88, 0.002822
96, 0.002822
99, 0.002822
100, 0.002823
103, 0.002823
104, 0.002823
105, 0.002823
106, 0.002823
107, 0.002823
108, 0.002823
109, 0.002823
110, 0.002823
112, 0.002823
114, 0.002823
118, 0.002824
120, 0.002824
126, 0.002825
128, 0.002828
135, 0.002828
136, 0.002829
140, 0.002829
144, 0.002829
146, 0.002829
150, 0.002829
160, 0.002829
172, 0.002829
180, 0.002829
184, 0.002829
192, 0.002829
196, 0.002829
200, 0.002843
202, 0.002843
208, 0.002843
216, 0.002846
236, 0.002846
246, 0.002847
250, 0.002847
254, 0.002847
255, 0.002848
256, 0.002856
257, 0.002857
259, 0.002857
260, 0.002858
264, 0.002858
265, 0.002858
266, 0.002859
272, 0.002859
286, 0.002859
288, 0.002859
292, 0.002860
296, 0.002860
300, 0.002860
302, 0.002860
310, 0.002860
312, 0.002860
318, 0.002860
320, 0.002861
328, 0.002861
330, 0.002861
336, 0.002861
343, 0.002861
344, 0.002861
345, 0.002861
346, 0.002861
350, 0.002861
352, 0.002861
356, 0.002862
360, 0.002862
370, 0.002862
374, 0.002862
376, 0.002862
380, 0.002862
384, 0.002868
388, 0.002868
392, 0.002868
400, 0.002874
408, 0.002874
416, 0.002877
420, 0.002877
424, 0.002877
432, 0.002879
434, 0.002879
436, 0.002879
440, 0.002879
441, 0.002879
442, 0.002880
446, 0.002880
448, 0.002880
452, 0.002881
456, 0.002881
460, 0.002885
461, 0.002885
464, 0.002885
466, 0.002885
468, 0.002885
472, 0.002887
474, 0.002887
476, 0.002887
480, 0.002888
482, 0.002889
486, 0.002889
488, 0.002890
492, 0.002890
494, 0.002890
496, 0.002890
498, 0.002890
500, 0.002910
502, 0.002911
504, 0.002914
505, 0.002914
506, 0.002914
507, 0.002914
508, 0.002914
510, 0.002915
512, 0.017345
514, 0.017345
515, 0.017345
516, 0.017345
518, 0.017345
520, 0.017347
522, 0.017347
524, 0.017348
525, 0.017348
528, 0.017349
529, 0.017349
530, 0.017349
532, 0.017521
534, 0.017521
536, 0.024596
537, 0.024596
538, 0.024598
539, 0.024598
540, 0.024599
542, 0.024602
544, 0.024602
546, 0.024602
547, 0.024602
548, 0.024602
550, 0.024603
552, 0.024603
555, 0.024603
556, 0.024652
557, 0.024652
558, 0.024652
559, 0.024652
560, 0.024685
562, 0.024685
564, 0.024685
569, 0.024685
574, 0.024685
576, 0.024694
579, 0.024694
580, 0.024694
582, 0.024694
585, 0.024694
587, 0.024694
588, 0.024694
590, 0.024694
592, 0.024695
594, 0.024695
596, 0.024695
600, 0.024713
602, 0.024713
604, 0.024713
608, 0.024713
610, 0.024713
613, 0.024713
614, 0.024713
618, 0.024713
620, 0.024713
626, 0.024713
630, 0.024718
635, 0.024718
636, 0.024718
640, 0.024720
642, 0.024720
646, 0.024720
649, 0.024720
650, 0.024721
652, 0.024721
658, 0.024721
660, 0.024722
664, 0.024722
666, 0.024723
667, 0.024723
668, 0.024723
670, 0.024723
675, 0.024723
676, 0.024723
680, 0.024723
684, 0.024723
695, 0.024723
696, 0.024723
698, 0.024723
700, 0.024729
702, 0.024729
703, 0.024729
706, 0.024729
708, 0.024729
710, 0.024734
712, 0.024734
714, 0.024738
716, 0.024738
720, 0.024738
724, 0.024738
725, 0.024738
728, 0.024738
730, 0.024740
732, 0.024746
735, 0.024746
736, 0.024750
737, 0.024750
740, 0.024750
741, 0.024750
746, 0.024751
750, 0.024752
752, 0.024752
753, 0.024752
756, 0.024752
758, 0.024752
760, 0.024816
762, 0.024816
