0, 0.002391
1, 0.095443
3, 0.095444
8, 0.095450
9, 0.095450
10, 0.095450
12, 0.095450
32, 0.095450
35, 0.095468
42, 0.095468
45, 0.095480
50, 0.095480
53, 0.095480
64, 0.095480
85, 0.095756
86, 0.095766
92, 0.095766
99, 0.104051
104, 0.104052
106, 0.104052
108, 0.104052
113, 0.104052
114, 0.113993
177, 0.114032
246, 0.114144
281, 0.114144
301, 0.114144
401, 0.114144
432, 0.114144
435, 0.114147
436, 0.114147
680, 0.114148
681, 0.114148
683, 0.114148
744, 0.114149
749, 0.114151
758, 0.114161
792, 0.114161
808, 0.114161
811, 0.114161
813, 0.119449
814, 0.119450
821, 0.119472
822, 0.119496
832, 0.119496
872, 0.119510
873, 0.119510
874, 0.119510
875, 0.119511
876, 0.119511
884, 0.119511
912, 0.119511
936, 0.119511
940, 0.119511
947, 0.122611
948, 0.128017
2290, 0.128017
2925, 0.128017
3235, 0.128246
3468, 0.128250
3481, 0.128251
3489, 0.128252
3509, 0.128253
3510, 0.128254
4456, 0.128254
4462, 0.128254
5440, 0.128254
5475, 0.128254
5480, 0.128255
5488, 0.128255
5489, 0.128255
6301, 0.128255
6302, 0.128263
6336, 0.128263
6342, 0.128263
6357, 0.128263
6386, 0.692222
6573, 0.692222
6696, 0.692222
6701, 0.692222
6702, 0.692222
6981, 0.692222
6982, 0.692223
7016, 0.692223
7017, 0.692223
7020, 0.692223
7021, 0.692372
7022, 0.692373
7024, 0.692373
7025, 0.692373
7029, 0.692375
7030, 0.692375
7080, 0.692375
7086, 0.692375
7094, 0.692375
7301, 0.692375
7331, 0.766762
7493, 0.766762
7533, 0.766762
7541, 0.766763
7584, 0.766763
7597, 0.766767
7605, 0.766805
7606, 0.767633
10605, 0.767633
13106, 0.767634
18034, 0.767857
25699, 0.767857
25880, 0.767857
25881, 0.767858
26035, 0.767859
26036, 0.767864
42861, 0.767908
42934, 0.767908
43373, 0.767944
43560, 0.767944
43573, 0.767944
43840, 0.767944
43880, 0.767944
43955, 0.767944
43956, 0.767944
44342, 0.768010
44467, 0.768023
44468, 0.768023
46445, 0.768024
50541, 0.768362
50614, 0.768363
51088, 0.768366
51094, 0.768366
52658, 0.768366
58605, 0.768366
58614, 0.768367
58648, 0.768369
58669, 0.768661
58670, 0.768661
58678, 0.768661
58803, 0.867073
58804, 0.870628
60596, 0.870632
60629, 0.870632
60658, 0.873225
60693, 0.873225
60694, 0.873229
60722, 0.922860
72045, 0.922860
91060, 0.922940
187314, 0.922940
208289, 0.922942
222002, 0.925162
222834, 0.925182
223121, 0.925210
223346, 0.925210
348525, 0.925210
349097, 0.925210
350761, 0.925211
351080, 0.925211
351085, 0.925211
408429, 0.925211
408502, 0.925211
409014, 0.925212
421032, 0.925212
421101, 0.925218
421299, 0.925308
469424, 0.925308
470424, 0.925308
470432, 0.925308
470454, 0.925308
474472, 0.925308
484790, 0.925308
485165, 0.931491
485300, 0.931552
485613, 0.931552
485776, 0.931552
485811, 0.931664
486819, 0.931664
728502, 0.931664
1273269, 0.931681
1497960, 0.931681
1776017, 0.931685
1782708, 0.931685
1785249, 0.931685
3368296, 0.931685
3368808, 0.931688
3370421, 0.931691
3763123, 0.931691
3763461, 0.931691
3795501, 0.931691
3795504, 0.931691
3795509, 0.931691
3795821, 0.931691
3795824, 0.931691
3881392, 0.931692
3881837, 0.931692
3885933, 0.931692
3886262, 0.931692
3886518, 0.931692
3894707, 0.931692
10186125, 0.931692
10186153, 0.931692
10186161, 0.931693
11987186, 0.931693
13330544, 0.931693
14312560, 0.931693
14380469, 0.931694
18275181, 0.931694
18275182, 0.931694
22141805, 0.931694
26041197, 0.932977
28753261, 0.932977
28760941, 0.932977
28761453, 0.932977
30030701, 0.933600
30031286, 0.933600
30107437, 0.945969
30107438, 0.945969
30107446, 0.946211
30107572, 0.989684
30107885, 0.989687
30108032, 0.989690
30108083, 0.991503
31057332, 0.991503
31059250, 0.991507
31075763, 0.993688
31090099, 0.994221
31157686, 0.994221
95869682, 0.994221
106011501, 0.994221
106644016, 0.994221
106644352, 0.994222
114091444, 0.996886
114240929, 0.996981
114500480, 0.996981
114517905, 0.996981
115043753, 0.996981
207805362, 0.996981
215571309, 0.996981
215574376, 0.996981
240860576, 0.996982
240860598, 0.996982
240864664, 0.996982
240872883, 0.996982
248720792, 0.996982
913759080, 0.996982
920350125, 0.996982
920350134, 0.999923
1227133512, 0.999924
1840692356, 0.999924
1840700264, 0.999924
1840700269, 0.999924
1994090420, 0.999924
2663441844, 0.999924
2749066678, 0.999925
2999901037, 0.999925
2999901102, 0.999925
2999901622, 0.999925
3014938944, 0.999925
3017502134, 0.999925
3034279350, 0.999925
3067669936, 0.999925
3067833458, 0.999925
3067833778, 0.999929
3067833780, 0.999929
3067833781, 0.999934
3067833782, 0.999998
4074466742, 1.000000
4294967295, 1.000000
